num_iters,mean,std,c95l,c95h,al,ah
1,0.1325698780934312, 0.019894429072762947, 0.1313368086045066,0.1338029475823558, -0.16652884995145356,0.29289300210946356
2,0.028714708903819722, 0.029246120302719367, 0.02690201558737395,0.030527402220265495, -0.2396171870298801,0.3878415851795193
3,0.011224968956770656, 0.004208247902886676, 0.010964139049468377,0.011485798864072935, -0.13579404472810253,0.16981294746187936
4,-0.0027386940289595993, 0.0011583936865452937, -0.0028104920135017877,-0.002666896044417411, -0.09677618141044797,0.070495806596089
5,-0.00019316057389963926, 0.00033975097114600627, -0.0002142185572587196,-0.00017210259054055893, -0.04726291366091473,0.049068981583719196
6,1.0143377471710569e-05, 8.921569878315426e-05, 4.613731172224281e-06,1.5673023771196854e-05, -0.02381826283883126,0.025421720488537414
7,0.0001964039504002365, 2.1090722637641674e-05, 0.0001950967338679736,0.00019771116693249942, -0.011522569791258097,0.01230475974911438
8,2.629133941013606e-06, 5.624683589095117e-06, 2.2805124403311067e-06,2.9777554416961054e-06, -0.006187128134579556,0.006442502057476429
9,1.1509072747154737e-05, 1.4512514647848464e-06, 1.1419123249461772e-05,1.1599022244847701e-05, -0.003144972519491862,0.003193849714521191
10,5.29428925737796e-06, 3.313407029059932e-07, 5.2737525478449596e-06,5.314825966910961e-06, -0.0016059649548783028,0.0016019164452540924
11,8.266878868886662e-06, 8.93344022624568e-08, 8.261341865269305e-06,8.272415872504019e-06, -0.0007698739593156034,0.0007781140407351339
12,-3.618909929509417e-06, 2.0486994486205393e-08, -3.6201797265831763e-06,-3.617640132435658e-06, -0.00039314625508846124,0.0003597063014372237
13,9.91940377839895e-07, 5.402184940647379e-09, 9.916055469483184e-07,9.922752087314717e-07, -0.00020317124109414664,0.00020181288910614548
14,3.4278734336956604e-07, 1.3915212381039367e-09, 3.4270109598967787e-07,3.428735907494542e-07, -0.00010042560423828562,9.700273934576398e-05
15,-3.7936771291369185e-07, 3.7019844402690796e-10, -3.793906580509716e-07,-3.793447677764121e-07, -4.9875710667834916e-05,4.9438807969814924e-05
17,-1.1048430540838706e-07, 2.310288213432766e-11, -1.1048573733985701e-07,-1.104828734769171e-07, -1.2217970492445218e-05,1.2470079203463769e-05
16,-2.2541965092359728e-07, 8.733044738020588e-11, -2.2542506372080422e-07,-2.2541423812639034e-07, -2.4721591213694438e-05,2.5085800801627478e-05
18,5.05354221019827e-08, 5.149800594911911e-12, 5.0535102914034936e-08,5.053574128993046e-08, -6.239836714105884e-06,5.908379006602793e-06
21,-8.653141601144831e-09, 7.924860944023766e-14, -8.653146513024533e-09,-8.65313668926513e-09, -7.956726845170792e-07,7.295942580087811e-07
19,7.331753067219004e-08, 1.260635701580595e-12, 7.331745253717975e-08,7.331760880720034e-08, -3.176333803645015e-06,3.1126876910425594e-06
20,9.443556737598336e-09, 3.2491893553705783e-13, 9.443536598914069e-09,9.443576876282604e-09, -1.5559943122855913e-06,1.488173152153216e-06
22,1.744396137093318e-09, 2.106334648874604e-14, 1.744394831573577e-09,1.744397442613059e-09, -3.8826497883448496e-07,3.9909739013577195e-07
23,4.576768024122657e-09, 4.708646559652218e-15, 4.57676773227772e-09,4.576768315967594e-09, -1.8594673467653422e-07,1.9822315910911215e-07
24,5.55910774746593e-09, 1.3088440334658835e-15, 5.559107666342936e-09,5.559107828588924e-09, -9.019769997564708e-08,1.0165638020254164e-07
25,5.056461077845853e-09, 3.180764622693724e-16, 5.0564610581312694e-09,5.056461097560436e-09, -4.438046186105993e-08,5.684981829734426e-08
26,5.805162938576913e-09, 8.554795074404918e-17, 5.805162933274596e-09,5.80516294387923e-09, -2.1627275970104165e-08,3.1181657478285274e-08
29,6.560314606440798e-09, 6.749187052415153e-18, 6.5603146060224786e-09,6.560314606859117e-09, -2.9348229402259562e-09,1.8808706259143548e-08
28,6.1566633182685844e-09, 1.0170218187447038e-17, 6.156663317638228e-09,6.156663318898941e-09, -4.8509020134090974e-09,1.8540893043095252e-08
27,5.999178019577833e-09, 2.5383001530174718e-17, 5.999178018004579e-09,5.999178021151088e-09, -1.0615878842656912e-08,2.165214052496367e-08
30,6.745727351487041e-09, 5.4474934377726355e-18, 6.745727351149402e-09,6.745727351824681e-09, -2.69501421179541e-09,1.569923324673539e-08
31,7.0605050792593715e-09, 5.238313430252085e-18, 7.060505078934697e-09,7.060505079584046e-09, -1.1697128821097635e-09,1.509836189406144e-08
num_iters,mean,std,c95l,c95h,al,ah
1,0.13199738025499302, 0.019329403669421645, 0.13079933140339253,0.13319542910659352, -0.16613798356203213,0.2928932109954102
2,0.01962169917643918, 0.028151581914092994, 0.017876846052166585,0.021366552300711772, -0.2398547743003253,0.39082163127695935
3,0.014692318361242936, 0.004289742099670672, 0.014426437391293357,0.014958199331192515, -0.1338346540372719,0.16878496756040673
4,-0.001918631443784326, 0.001143558913654357, -0.0019895099595767436,-0.0018477529279919084, -0.09472013831688364,0.07309928479583916
5,0.0001545461980622793, 0.00031750073668530376, 0.00013486729852282332,0.0001742250976017353, -0.0471925551605179,0.049207017954902676
7,-7.011102051767604e-05, 2.1441926485331847e-05, -7.144000488994058e-05,-6.87820361454115e-05, -0.012549711790645568,0.01257218920601244
6,-0.0001390810196686496, 0.00010055097999176855, -0.00014531323397627534,-0.00013284880536102385, -0.024274504815645637,0.025219476688986275
8,4.77829522503479e-05, 5.579144541917739e-06, 4.743715328905187e-05,4.812875121164393e-05, -0.005973878137347954,0.0062031486281913795
9,9.856511003819124e-06, 1.4080955065887192e-06, 9.769236340127291e-06,9.943785667510957e-06, -0.003244951141022634,0.003073488418205539
10,-3.5084220929754497e-05, 3.4940814653319634e-07, -3.5105877471045324e-05,-3.506256438846367e-05, -0.0015183874927355845,0.0016117765680064844
12,-3.501641025804969e-06, 2.0961711914969033e-08, -3.502940246169798e-06,-3.50034180544014e-06, -0.00039108085504035994,0.0004024977926382345
11,-1.3989423779550259e-05, 8.581155784117147e-08, -1.3994742435008229e-05,-1.398410512409229e-05, -0.000770461087020391,0.0007284157673075331
14,1.2681938634541145e-06, 1.381000827808284e-09, 1.268108268136012e-06,1.268279458772217e-06, -9.672777136615629e-05,9.932090222530832e-05
13,4.2960374530265357e-07, 5.519223935358482e-09, 4.2926166025902946e-07,4.299458303462777e-07, -0.00019041223206661684,0.0001926334611730418
15,-3.819543288831051e-07, 3.161582538541477e-10, -3.8197392457469663e-07,-3.8193473319151356e-07, -5.0520831972988844e-05,4.88377292808817e-05
16,-1.874586680788992e-07, 8.08900334658056e-11, -1.874636816951161e-07,-1.8745365446268232e-07, -2.5100083086204705e-05,2.485327911938562e-05
17,1.8588415659848146e-07, 2.2022779350016316e-11, 1.8588279161247566e-07,1.8588552158448726e-07, -1.2608977742911698e-05,1.2666451822185287e-05
18,-4.6915768398436695e-08, 5.3470035203432544e-12, -4.691609980914841e-08,-4.691543698772498e-08, -6.2570351514468214e-06,6.299548212518324e-06
19,5.9469380959464855e-08, 1.2608598156280946e-12, 5.9469302810563836e-08,5.9469459108365874e-08, -3.110328795963291e-06,3.0646574353809797e-06
21,-3.5530860529320308e-09, 9.012350016283717e-14, -3.553091638844443e-09,-3.5530804670196187e-09, -7.648440880636542e-07,7.72229190038054e-07
20,6.200837125658332e-09, 3.323964282265202e-13, 6.2008165235142656e-09,6.200857727802398e-09, -1.5111697920788814e-06,1.5240135927685472e-06
22,1.3751058528521654e-09, 2.1193917640151443e-14, 1.3751045392395407e-09,1.3751071664647902e-09, -3.7258856144806174e-07,3.990025210232062e-07
23,4.221646975666182e-09, 5.2587549139574694e-15, 4.221646649725176e-09,4.2216473016071885e-09, -1.8509517329956537e-07,1.9759553093745552e-07
24,3.5705955411247105e-09, 1.3621217624927833e-15, 3.5705954566995288e-09,3.570595625549892e-09, -9.414304125154871e-08,1.0572463515767794e-07
25,4.197616418233352e-09, 3.260225222585133e-16, 4.197616398026267e-09,4.197616438440437e-09, -4.185947832802128e-08,5.801609692657195e-08
26,5.870200341373533e-09, 8.570451192004918e-17, 5.870200336061512e-09,5.8702003466855534e-09, -2.0023580904471316e-08,3.3637362784055824e-08
27,5.95659402602422e-09, 2.3738189964807135e-17, 5.956594024552911e-09,5.956594027495529e-09, -9.07962116603045e-09,2.4488498784336343e-08
29,6.552727797148883e-09, 6.5266968631484125e-18, 6.5527277967443545e-09,6.552727797553412e-09, -1.948874284174451e-09,1.763347379224456e-08
28,6.056782110630543e-09, 1.0232447497430998e-17, 6.05678210999633e-09,6.056782111264757e-09, -4.9754232955834254e-09,1.6250944923079658e-08
30,6.729031617025427e-09, 4.9036122050575015e-18, 6.729031616721498e-09,6.7290316173293565e-09, -1.2604410848382486e-09,1.7928541873324377e-08
31,7.095565913828317e-09, 5.572954666985649e-18, 7.095565913482902e-09,7.095565914173732e-09, -3.028976403030015e-09,1.5866102098804902e-08
33,7.700992207371193e-09, 5.326576011691025e-18, 7.700992207041049e-09,7.700992207701337e-09, -3.2436504593391646e-09,1.701877039295141e-08
32,7.310693744266849e-09, 5.4397079747751945e-18, 7.310693743929693e-09,7.310693744604006e-09, -2.558463552126966e-09,1.804154015072612e-08
34,1.110058371556003, 0.11594282600568158, 1.1028721607487257,1.1172445823632804, 1.0451053356064222e-09,1.2145058856522044
37,1.1088438650080683, 0.11716267100919972, 1.1015820474241624,1.1161056825919742, -1.578416286562856e-10,1.214505883129565
36,1.1100583711403542, 0.11594282579438386, 1.1028721603461733,1.1172445819345351, -3.0598683586902098e-09,1.2145058832537734
35,1.1173454066030308, 0.10856180341118582, 1.110616676315805,1.1240741368902567, -1.58147683837484e-09,1.214505884892024
39,1.1331339817637422, 0.09220525621560022, 1.1274190407748805,1.138848922752604, 2.25016227872743e-09,1.2145058822811716
38,1.107629358745734, 0.1183795661411994, 1.1002921172201308,1.1149666002713372, 1.3322303260565604e-09,1.214505885027061
num_iters,mean,std,c95l,c95h,al,ah
1,0.13229598497731182, 0.019464626995123843, 0.1310895548971521,0.13350241505747154, -0.16349359402095376,0.29289311587159494
2,0.029525446254175993, 0.03019798995324899, 0.027653755445557482,0.031397137062794504, -0.24150922539719188,0.38901276297820175
3,0.015643270668480414, 0.004307999507059647, 0.015376258092697069,0.01591028324426376, -0.13651676292921855,0.16938139794016172
4,-0.00260903346903769, 0.0011751659310149725, -0.0026818710080622264,-0.0025361959300131535, -0.09655126059472796,0.0726720448157786
5,-0.001362695019430061, 0.0002962596988648665, -0.0013810573858057012,-0.0013443326530544208, -0.04704595025126124,0.047557227804979174
6,0.00037874085479744157, 8.994596939528924e-05, 0.0003731659458564797,0.00038431576373840345, -0.024264518861315088,0.025268793039064597
7,0.0001444746250262242, 2.070736557087855e-05, 0.00014319116921112792,0.0001457580808413205, -0.011167007368094728,0.012599244209825722
num_iters,mean,std,c95l,c95h,al,ah
1,0.13119452199973744, 0.02053733543921316, 0.1299216047613848,0.13246743923809007, -0.16671805248923577,0.2928931931557234
2,0.04707569362153664, 0.028538112871163153, 0.04530688306033812,0.048844504182735164, -0.2413100098605344,0.38964490306616184
3,0.013292731764918192, 0.004430875420612231, 0.013018103261109403,0.01356736026872698, -0.13638221726934197,0.16990552816927973
4,-7.962557955609072e-06, 0.001131642639796892, -7.810249544243327e-05,6.217737953121513e-05, -0.09705097426150333,0.07301545590982617
5,-6.118248860018438e-05, 0.0003063260862622418, -8.016877613073681e-05,-4.219620106963196e-05, -0.04671525065188409,0.04838523804753392
6,-0.0002672296413713184, 9.292624354221871e-05, -0.0002729892696176581,-0.0002614700131249787, -0.024797957209713006,0.025297110645397747
7,0.00025521038091755045, 2.2214228663207436e-05, 0.0002538335287603756,0.0002565872330747253, -0.01283626069746735,0.012215473363473284
8,-3.8651757989386914e-05, 5.527819321578144e-06, -3.899437578056836e-05,-3.830914019820547e-05, -0.0061377400153961315,0.006247231084717586
9,3.995136498209184e-05, 1.378351825896187e-06, 3.986593385082892e-05,4.0036796113354765e-05, -0.0031347346509674745,0.003125819316432299
10,-3.968399404140177e-06, 3.641876444886308e-07, -3.990971988204781e-06,-3.945826820075573e-06, -0.001590612078890552,0.0015641231609261341
11,5.992124592850257e-06, 8.385752576556618e-08, 5.986927049555094e-06,5.9973221361454195e-06, -0.0007787215534377223,0.0007633758848165639
12,6.084667537573529e-06, 2.0383711270858686e-08, 6.083404142059779e-06,6.085930933087279e-06, -0.00039920363318990404,0.0004018127239691083
13,2.164319039502871e-06, 5.4592794839824134e-09, 2.163980669854836e-06,2.1646574091509063e-06, -0.0001965594700685802,0.00019467217656587987
14,-6.074600229001303e-07, 1.3561054074381656e-09, -6.075440751840919e-07,-6.073759706161687e-07, -9.524885582001819e-05,9.916777376739461e-05
15,9.204933781674641e-07, 3.632190928340999e-10, 9.20470865614853e-07,9.205158907200752e-07, -4.9176639823622637e-05,4.978760973994856e-05
17,-5.16999060866663e-08, 2.024436476058098e-11, -5.1701160845393865e-08,-5.169865132793874e-08, -1.2788103725736022e-05,1.2299264284587608e-05
16,-1.1334346954627872e-07, 8.502162263360843e-11, -1.1334873924104529e-07,-1.1333819985151216e-07, -2.4837003254174483e-05,2.4948910225086607e-05
18,4.4272834816783126e-08, 5.411947119564603e-12, 4.427249938082543e-08,4.4273170252740824e-08, -5.9626343706931095e-06,6.2548507909765405e-06
19,2.6916427739887006e-08, 1.3074740957235162e-12, 2.6916346701802973e-08,2.691650877797104e-08, -2.9556807290553877e-06,3.078817264690059e-06
20,1.5315276407079636e-09, 3.3206021203854603e-13, 1.5315070594027925e-09,1.5315482220131348e-09, -1.5742212906566522e-06,1.545186913198826e-06
23,7.542069726862444e-09, 5.147183569905018e-15, 7.5420694078367e-09,7.542070045888187e-09, -1.894458816487088e-07,1.893375741746084e-07
21,5.8759620630288725e-09, 8.275640086281514e-14, 5.875956933734006e-09,5.875967192323739e-09, -7.759556381881083e-07,7.50920665426591e-07
22,4.0703335835168274e-10, 1.8719478854663754e-14, 4.070321981063628e-10,4.070345185970027e-10, -3.8165534943512824e-07,3.842576394852415e-07
24,5.056202668773934e-09, 1.3272882552990986e-15, 5.056202586507756e-09,5.056202751040113e-09, -9.383282806307847e-08,1.0368097080881711e-07
25,5.730634768497111e-09, 2.8891648537251596e-16, 5.730634750589882e-09,5.730634786404341e-09, -4.355669824818165e-08,5.236280697928919e-08
26,5.498220978616963e-09, 8.013395067763337e-17, 5.4982209736502095e-09,5.498220983583717e-09, -2.1011910766866038e-08,3.393334901957701e-08
27,5.895929970467506e-09, 2.3973369061695477e-17, 5.895929968981621e-09,5.895929971953391e-09, -1.0941836325883969e-08,2.1209794143217664e-08
29,6.51166024445704e-09, 6.30280580507122e-18, 6.5116602440663885e-09,6.511660244847692e-09, -2.8994151524130984e-09,1.8085223540964535e-08
32,7.244242554826919e-09, 4.8144532380152155e-18, 7.244242554528516e-09,7.244242555125322e-09, -2.0878221373976658e-09,1.525609238939296e-08
28,6.156680336100173e-09, 1.0788688058844098e-17, 6.156680335431483e-09,6.156680336768862e-09, -6.942637575946264e-09,1.838925567376748e-08
30,6.796824801091894e-09, 5.4379030309047794e-18, 6.7968248007548494e-09,6.796824801428939e-09, -1.0395972971366518e-09,1.518987702286978e-08
31,6.949794346011729e-09, 5.291615339433828e-18, 6.949794345683751e-09,6.949794346339707e-09, -3.891108546483224e-10,1.445006470035537e-08
33,7.654424488245937e-09, 5.0688563688720895e-18, 7.654424487931766e-09,7.654424488560109e-09, -9.114108356911288e-10,1.675124738920175e-08
34,1.1294904654271705, 0.09602409504670395, 1.1235388303553306,1.1354421004990103, 2.8863699208514504e-09,1.2145058862461298
35,1.1076293596913376, 0.1183795663309371, 1.1002921181539742,1.114966601228701, 2.3808095495070347e-09,1.214505883845913
38,1.1404210173463634, 0.08448792826325545, 1.1351844012995878,1.145657633393139, 7.916195476909138e-10,1.2145058826062978
37,1.1112728767563587, 0.11472003026744866, 1.1041624556141423,1.118383297898575, 3.703331641347063e-09,1.2145058837337075
36,1.1088438652884647, 0.1171626709405529, 1.1015820477088136,1.1161056828681157, 2.3525225101295177e-09,1.2145058853793191
39,1.097913311911545, 0.12800852582252342, 1.0899792612817598,1.10584736254133, 2.7977536953827098e-09,1.214505884017231
num_iters,mean,std,c95l,c95h,al,ah
35,1.107629359651199, 0.11837956642747534, 1.1002921181078522,1.1149666011945458, 1.6782331080378299e-09,1.214505882994998
36,1.1149163944320548, 0.11103394415846952, 1.1080344392738537,1.121798349590256, -2.4867696790664695e-10,1.2145058840509786
37,1.113701888503992, 0.11226558965430253, 1.1067435951670712,1.1206601818409128, 1.6241923361803856e-09,1.2145058852813453
40,1.1234179347622186, 0.10232982423536012, 1.1170754665461093,1.129760402978328, 3.568884965332586e-09,1.2145058830139348
42,1.123417934124544, 0.1023298241241548, 1.1170754659153272,1.1297604023337608, 1.658354675804219e-09,1.2145058844947156
38,1.1319194761122058, 0.09348115254135748, 1.1261254542497705,1.137713497974641, -1.7683854380834418e-09,1.2145058822787838
41,1.117345405093802, 0.10856180271410791, 1.1106166748497817,1.1240741353378225, 2.927515563300176e-09,1.2145058833536133
39,1.102771335278937, 0.12321764615521019, 1.095134226447344,1.11040844411053, 3.0033676656771036e-09,1.2145058852251984
43,1.106414851869939, 0.11959351065556587, 1.0990023692838138,1.1138273344560643, -1.0542524631063088e-09,1.214505882630149
44,1.1197744160177334, 0.10607786106870366, 1.1131996420719317,1.1263491899635352, 3.896959310800696e-09,1.2145058833007136
45,1.1185599100134318, 0.10732130664797329, 1.1119080665121617,1.125211753514702, 5.883331599676467e-10,1.2145058843412313
46,1.1294904626248485, 0.09602409415816866, 1.1235388276080807,1.1354420976416164, 2.0768412545280057e-09,1.2145058830790152
47,1.1246324387519682, 0.10107457795823001, 1.1183677715061584,1.130897105997778, -5.842930583810357e-10,1.2145058838743392
48,1.1355629913185903, 0.08964461296688908, 1.1300067606425734,1.1411192219946071, 4.29801638723859e-09,1.2145058856144935
49,1.128275955922436, 0.09729113977806023, 1.1222457886045274,1.1343061232403446, 3.144366877982918e-09,1.214505883690716
